n,pi,E_mod
15027,1588,1585.748
15029,1613,1585.885
15034,1593,1586.465
15036,1588,1586.602
15037,1587,1586.697
15043,1591,1587.267
15047,1591,1587.541
15053,1592,1588.110
15056,1597,1588.289
15058,1595,1588.479
15062,1597,1588.911
15065,1595,1589.196
15067,1605,1589.333
15076,1593,1590.186
15077,1595,1590.387
15081,1604,1590.714
15092,1592,1591.863
15093,1596,1591.905
15102,1604,1592.759
15103,1600,1592.853
15104,1606,1592.948
15109,1612,1593.475
15112,1611,1593.707
15114,1596,1593.897
15118,1599,1594.276
15120,1631,1594.413
15122,1602,1594.708
15132,1603,1595.657
15148,1600,1597.227
15151,1625,1597.617
15155,1603,1597.944
15158,1607,1598.176
15163,1616,1598.650
15164,1605,1598.745
15166,1611,1598.935
15180,1604,1600.262
15184,1615,1600.589
15186,1621,1600.779
15191,1630,1601.358
15195,1610,1601.737
15202,1606,1602.454
15205,1611,1602.738
15211,1606,1603.307
15219,1662,1604.066
15227,1612,1604.877
15229,1631,1605.067
15246,1610,1606.679
15255,1649,1607.427
15257,1623,1607.616
15260,1626,1607.953
15262,1618,1608.143
15266,1617,1608.575
15272,1621,1609.302
15282,1626,1610.197
15284,1624,1610.387
15294,1617,1611.493
15296,1614,1611.630
15303,1618,1612.399
15310,1621,1613.168
15314,1619,1613.653
15316,1624,1613.790
15319,1619,1614.127
15320,1635,1614.222
15323,1625,1614.454
15324,1620,1614.496
15327,1623,1614.781
15332,1626,1615.413
15336,1620,1615.740
15338,1640,1615.877
15339,1633,1615.972
15346,1626,1616.583
15354,1628,1617.289
15366,1620,1618.532
15368,1645,1618.721
15380,1627,1620.017
15387,1626,1620.681
15392,1627,1621.208
15393,1645,1621.303
15396,1623,1621.587
15399,1656,1621.872
15402,1631,1622.209
15411,1626,1622.957
15413,1635,1623.252
15414,1626,1623.294
15415,1633,1623.389
15421,1636,1623.853
15426,1631,1624.222
15448,1646,1626.359
15474,1629,1628.982
15476,1634,1629.172
15485,1659,1629.972
15487,1639,1630.162
15492,1632,1630.530
15493,1635,1630.730
15497,1639,1631.215
15499,1643,1631.404
15501,1640,1631.594
15505,1637,1631.973
15506,1635,1632.015
15507,1647,1632.110
15508,1649,1632.205
15518,1688,1633.152
15528,1637,1634.100
15560,1654,1637.131
15566,1654,1637.647
15587,1649,1639.688
15590,1653,1639.867
15595,1643,1640.236
15596,1664,1640.278
15604,1644,1641.140
15615,1681,1642.129
15624,1652,1642.929
15626,1661,1643.066
15638,1647,1644.096
15642,1664,1644.580
15646,1718,1645.064
15650,1672,1645.653
15656,1655,1646.168
15659,1654,1646.400
15663,1660,1646.779
15668,1649,1647.252
15673,1649,1647.830
15694,1654,1649.871
15698,1668,1650.092
15702,1663,1650.471
15725,1667,1652.648
15727,1673,1652.942
15746,1666,1654.951
15754,1658,1655.813
15755,1680,1655.855
15763,1671,1656.613
15765,1664,1656.749
15767,1663,1657.044
15770,1671,1657.275
15783,1671,1658.453
15790,1686,1659.168
15796,1680,1659.789
15799,1663,1660.178
15802,1667,1660.409
15817,1688,1662.040
15838,1667,1663.870
15839,1670,1663.965
15840,1676,1664.059
15846,1665,1664.575
15852,1688,1665.090
15853,1668,1665.185
15860,1669,1665.899
15874,1681,1667.014
15880,1685,1667.634
15889,1685,1668.695
15910,1688,1670.734
15914,1713,1671.218
15915,1687,1671.312
15924,1683,1672.269
15934,1698,1673.163
15943,1687,1674.014
15944,1682,1674.109
15948,1690,1674.435
15954,1677,1674.950
15956,1726,1675.139
15958,1701,1675.328
15980,1702,1677.672
15983,1679,1677.903
15988,1682,1678.324
15992,1700,1678.755
15994,1679,1678.944
16003,1686,1679.795
16007,1684,1680.226
16028,1722,1682.002
16031,1710,1682.181
16037,1683,1682.800
16047,1712,1683.588
16066,1690,1685.541
16068,1696,1685.835
16077,1691,1686.791
16080,1699,1687.022
16088,1691,1687.831
16090,1689,1688.020
16101,1711,1689.060
16103,1690,1689.354
16124,1703,1691.287
16132,1697,1691.991
16139,1693,1692.757
16141,1701,1693.051
16142,1705,1693.146
16149,1696,1693.702
16154,1730,1694.070
16159,1697,1694.543
16160,1699,1694.585
16167,1719,1695.141
16168,1699,1695.236
16170,1698,1695.372
16180,1706,1696.212
16186,1727,1696.726
16189,1722,1697.167
16192,1734,1697.398
16201,1703,1698.300
16203,1707,1698.489
16213,1702,1699.276
16222,1708,1700.073
16239,1703,1701.888
16244,1707,1702.360
16252,1704,1703.063
16256,1729,1703.493
16260,1721,1703.871
16275,1711,1705.340
16284,1710,1706.032
16286,1720,1706.169
16287,1707,1706.263
16289,1734,1706.399
16290,1720,1706.494
16294,1720,1706.819
16298,1727,1707.196
16302,1724,1707.626
16307,1717,1707.993
16321,1712,1709.314
16335,1716,1710.634
16336,1735,1710.728
16340,1715,1711.210
16356,1750,1712.615
16365,1722,1713.568
16369,1733,1714.050
16383,1736,1715.423
16388,1726,1715.842
16391,1720,1716.021
16396,1735,1716.440
16400,1730,1716.712
16405,1758,1717.131
16407,1722,1717.320
16408,1722,1717.414
16431,1722,1719.792
16435,1748,1720.221
16450,1727,1721.688
16456,1725,1722.358
16469,1745,1723.427
16479,1734,1724.370
16480,1749,1724.464
16484,1735,1724.893
16488,1745,1725.323
16498,1759,1726.213
16505,1730,1726.820
16507,1732,1726.957
16510,1775,1727.239
16524,1732,1728.454
16532,1743,1729.260
16535,1731,1729.490
16551,1768,1730.945
16552,1751,1731.039
16561,1736,1731.939
16565,1739,1732.316
16567,1745,1732.609
16570,1734,1732.892
16572,1746,1733.080
16580,1741,1733.781
16582,1770,1733.970
16586,1762,1734.346
16593,1739,1734.901
16594,1738,1734.995
16600,1751,1735.456
16603,1740,1735.790
16611,1739,1736.544
16628,1748,1738.196
16633,1760,1738.876
16634,1776,1738.970
16635,1773,1739.064
16642,1743,1739.724
16650,1770,1740.425
16654,1750,1740.906
16657,1745,1741.241
16674,1743,1742.737
16679,1754,1743.103
16701,1779,1745.331
16715,1781,1746.597
16720,1798,1747.067
16721,1748,1747.161
16724,1760,1747.444
16725,1753,1747.538
16731,1764,1748.103
16737,1750,1748.615
16738,1751,1748.709
16740,1750,1748.845
16746,1762,1749.410
16748,1763,1749.702
16760,1751,1750.832
16771,1760,1751.867
16781,1760,1752.703
16783,1764,1752.891
16792,1763,1753.686
16803,1767,1754.511
16809,1764,1754.919
16813,1775,1755.347
16822,1767,1756.036
16832,1789,1757.237
16839,1765,1757.843
16840,1770,1757.937
16844,1782,1758.418
16863,1779,1760.047
16876,1763,1761.216
16893,1764,1762.918
16912,1772,1764.703
16917,1770,1765.069
16919,1769,1765.257
16925,1766,1765.873
16941,1775,1767.532
16942,1778,1767.626
16955,1779,1768.796
16965,1779,1769.735
16970,1778,1770.100
16981,1776,1771.290
16983,1777,1771.426
16997,1783,1772.950
17001,1779,1773.273
17006,1783,1773.743
17020,1815,1774.954
17021,1789,1775.152
17040,1787,1777.145
17050,1798,1778.294
17077,1784,1780.778
17081,1796,1781.050
17086,1804,1781.467
17088,1808,1781.655
17091,1803,1781.885
17095,1784,1782.365
17099,1803,1782.845
17118,1803,1784.629
17128,1787,1785.621
17136,1805,1786.163
17140,1800,1786.643
17144,1814,1786.967
17146,1789,1787.155
17147,1795,1787.249
17151,1801,1787.468
17153,1800,1787.655
17162,1795,1788.500
17173,1808,1789.533
17190,1801,1791.076
17194,1814,1791.556
17198,1816,1791.931
17204,1800,1792.546
17213,1809,1793.547
17216,1810,1793.777
17221,1796,1794.194
17235,1816,1795.456
17239,1796,1795.935
17240,1818,1796.029
17241,1801,1796.071
17255,1815,1797.176
17260,1813,1797.645
17272,1799,1798.667
17294,1821,1800.782
17301,1802,1801.438
17304,1815,1801.667
17305,1819,1801.761
17314,1825,1802.553
17318,1822,1802.980
17325,1823,1803.636
17331,1806,1804.303
17343,1809,1805.428
17349,1810,1805.939
17357,1824,1806.741
17360,1812,1807.074
17374,1816,1808.230
17380,1811,1808.793
17395,1812,1810.511
17414,1829,1812.293
17416,1821,1812.480
17417,1819,1812.678
17438,1816,1814.543
17439,1823,1814.637
17446,1822,1815.345
17449,1824,1815.678
17456,1832,1816.282
17463,1858,1816.886
17473,1826,1817.980
17479,1839,1818.594
17481,1851,1818.678
17487,1842,1819.344
17494,1872,1820.157
17502,1845,1821.011
17516,1857,1822.324
17524,1828,1823.178
17529,1837,1823.491
17549,1835,1825.209
17550,1874,1825.303
17553,1826,1825.636
17556,1839,1825.866
17562,1843,1826.376
17563,1843,1826.470
17565,1827,1826.605
17571,1839,1827.219
17575,1831,1827.646
17579,1835,1828.021
17597,1852,1829.864
17600,1833,1830.197
17601,1834,1830.290
17622,1836,1832.258
17630,1836,1833.112
17633,1852,1833.341
17635,1854,1833.529
17647,1851,1834.497
17655,1839,1835.195
17660,1850,1835.819
17673,1866,1836.985
17675,1859,1837.172
17680,1840,1837.588
17682,1843,1837.828
17690,1847,1838.629
17702,1847,1839.649
17706,1850,1839.972
17708,1844,1840.263
17721,1852,1841.429
17728,1846,1841.980
17730,1845,1842.219
17739,1846,1843.166
17756,1850,1844.810
17763,1877,1845.465
17767,1846,1845.736
17773,1854,1846.193
17786,1855,1847.410
17787,1853,1847.504
17792,1895,1848.180
17796,1875,1848.450
17798,1850,1848.585
17820,1872,1850.644
17821,1866,1850.738
17831,1875,1851.778
17848,1859,1853.472
17866,1865,1855.261
17870,1866,1855.635
17907,1884,1858.993
17908,1861,1859.087
17909,1863,1859.284
17912,1861,1859.669
17931,1868,1861.499
17956,1887,1863.682
17958,1885,1863.973
17964,1867,1864.586
17968,1866,1864.909
17971,1866,1865.293
17974,1875,1865.574
17989,1901,1867.185
17991,1876,1867.320
17998,1924,1867.923
18022,1874,1869.961
18032,1875,1870.844
18037,1874,1871.208
18049,1905,1872.642
18051,1888,1872.829
18052,1882,1872.922
18060,1928,1873.670
18062,1877,1873.961
18067,1881,1874.377
18069,1890,1874.512
18088,1890,1876.289
18097,1880,1877.235
18099,1878,1877.422
18102,1892,1877.702
18116,1926,1878.856
18133,1890,1880.808
18137,1888,1881.131
18139,1893,1881.266
18149,1887,1882.305
18150,1915,1882.398
18151,1910,1882.492
18154,1890,1882.721
18156,1892,1882.856
18177,1888,1884.716
18180,1933,1884.996
18192,1887,1886.222
18199,1893,1886.928
18202,1906,1887.209
18210,1891,1887.957
18211,1902,1888.154
18225,1903,1889.566
18232,1892,1890.273
18237,1921,1890.689
18239,1907,1890.824
18266,1917,1893.400
18270,1899,1893.826
18292,1899,1895.831
18295,1912,1896.059
18298,1909,1896.340
18299,1907,1896.382
18304,1908,1896.901
18313,1905,1898.053
18314,1908,1898.095
18325,1907,1899.019
18342,1908,1900.609
18347,1913,1901.024
18368,1919,1902.987
18372,1904,1903.412
18380,1919,1904.160
18383,1906,1904.389
18400,1907,1905.821
18407,1948,1906.527
18431,1924,1908.769
18440,1921,1909.714
18441,1910,1909.807
18446,1918,1910.326
18455,1918,1911.167
18458,1932,1911.499
18463,1917,1911.966
18466,1918,1912.143
18477,1923,1913.067
18480,1917,1913.347
18494,1916,1914.758
18511,1923,1916.190
18513,1917,1916.377
18520,1928,1917.083
18525,1925,1917.705
18534,1931,1918.442
18540,1953,1919.106
18541,1925,1919.302
18551,1938,1920.133
18553,1924,1920.423
18555,1937,1920.610
18562,1926,1921.160
18572,1927,1922.042
18586,1938,1923.349
18592,1931,1923.961
18599,1938,1924.614
18604,1943,1925.029
18608,1931,1925.351
18609,1958,1925.444
18625,1933,1926.938
18627,1930,1927.073
18640,1936,1928.286
18645,1956,1928.752
18659,1945,1929.903
18662,1948,1930.234
18673,1934,1931.260
18686,1960,1932.370
18691,1934,1932.887
18699,1943,1933.582
18707,1944,1934.380
18709,1938,1934.566
18731,1944,1936.721
18741,1981,1937.602
18760,1941,1939.373
18765,1952,1939.788
18775,1943,1940.668
18777,1973,1940.855
18785,1944,1941.445
18789,1946,1941.818
18795,1956,1942.377
18808,1960,1943.744
18810,1970,1943.878
18820,1961,1944.759
18825,1962,1945.121
18834,1951,1945.856
18841,1952,1946.611
18847,1948,1947.067
18849,1952,1947.202
18863,1949,1948.557
18870,1978,1949.312
18871,1957,1949.405
18908,1973,1952.644
18920,1980,1954.122
18922,1963,1954.309
18944,1983,1956.047
18945,1965,1956.140
18968,1970,1958.384
18989,1961,1960.338
18994,1963,1960.752
19000,1972,1961.155
19011,1985,1962.333
19016,1995,1962.902
19019,1968,1963.129
19031,1965,1964.246
19040,1984,1965.134
19048,1975,1965.827
19057,1975,1966.716
19060,1976,1966.943
19062,1983,1967.129
19081,1970,1969.206
19101,1979,1970.861
19103,1973,1971.047
19113,1988,1971.925
19114,1977,1972.018
19119,1987,1972.328
19133,1980,1973.682
19166,1982,1976.646
19171,1978,1977.111
19183,1989,1978.381
19207,1991,1980.560
19220,1996,1982.026
19230,1989,1982.697
19251,1985,1984.907
19263,1992,1986.125
19280,1993,1987.757
19281,2005,1987.850
19294,1999,1989.058
19310,1991,1990.545
19312,1991,1990.731
19318,2000,1991.237
19322,2011,1991.660
19348,1994,1993.870
19349,2005,1993.911
19352,2008,1994.190
19354,2007,1994.324
19361,2000,1994.819
19363,1999,1995.005
19365,2015,1995.139
19385,2035,1997.099
19387,2023,1997.388
19395,2010,1998.131
19403,2008,1998.925
19415,2015,1999.988
19429,2010,2001.648
19441,2014,2002.814
19442,2020,2002.907
19443,2008,2003.000
19446,2006,2003.227
19453,2008,2003.929
19459,2011,2004.538
19462,2009,2004.713
19470,2021,2005.611
19478,2019,2006.509
19486,2029,2007.252
19494,2033,2008.047
19500,2010,2008.553
19503,2060,2008.935
19511,2022,2009.678
19512,2013,2009.771
19527,2016,2011.010
19532,2012,2011.577
19536,2025,2011.949
19549,2019,2013.208
19551,2027,2013.342
19552,2036,2013.435
19560,2018,2014.229
19561,2031,2014.322
19575,2022,2015.623
19596,2037,2017.522
19597,2058,2017.718
19605,2024,2018.461
19614,2026,2019.245
19615,2029,2019.338
19626,2040,2020.153
19629,2032,2020.432
19666,2053,2023.711
19667,2027,2023.804
19675,2043,2024.443
19685,2033,2025.320
19692,2037,2025.969
19695,2032,2026.247
19698,2027,2026.577
19707,2030,2027.463
19709,2061,2027.700
19711,2034,2027.886
19727,2060,2029.422
19728,2031,2029.514
19739,2040,2030.586
19747,2042,2031.328
19760,2041,2032.586
19764,2049,2033.060
19772,2051,2033.750
19779,2048,2034.451
19785,2073,2034.905
19800,2048,2036.348
19802,2062,2036.636
19807,2053,2037.048
19814,2041,2037.697
19832,2069,2039.367
19834,2043,2039.501
19869,2049,2042.901
19870,2090,2042.994
19880,2054,2043.818
19893,2050,2045.126
19912,2049,2046.734
19915,2059,2047.012
19929,2053,2048.309
19935,2095,2048.763
19941,2081,2049.319
19943,2065,2049.453
19946,2091,2049.731
19975,2085,2052.675
19985,2060,2053.602
19987,2055,2053.787
19989,2060,2053.921
19993,2073,2054.446
20036,2066,2058.586
20041,2066,2059.049
20042,2086,2059.142
20045,2064,2059.369
20053,2062,2060.213
20070,2064,2061.686
20072,2078,2061.974
20081,2080,2062.654
20091,2067,2063.580
20095,2067,2063.899
20100,2071,2064.311
20108,2084,2065.207
20146,2129,2068.882
20173,2122,2071.744
20177,2087,2072.166
20187,2081,2073.092
20194,2075,2073.690
20199,2087,2074.153
20215,2085,2075.585
20236,2082,2077.685
20248,2084,2078.642
20253,2095,2079.106
20262,2094,2079.991
20269,2119,2080.639
20274,2083,2081.051
20280,2086,2081.555
20297,2087,2083.181
20305,2122,2083.820
20310,2085,2084.283
20322,2089,2085.240
20337,2098,2086.936
20339,2088,2087.122
20355,2113,2088.706
20376,2097,2090.856
20382,2104,2091.310
20405,2095,2093.594
20417,2123,2094.705
20438,2108,2096.496
20448,2138,2097.473
20449,2122,2097.566
20457,2130,2098.255
20464,2121,2098.852
20488,2110,2101.124
20510,2106,2103.212
20529,2146,2104.817
20534,2107,2105.382
20538,2108,2105.701
20553,2118,2107.345
20559,2120,2107.798
20569,2132,2108.775
20577,2123,2109.361
20595,2122,2110.873
20601,2147,2111.428
20605,2170,2111.798
20608,2117,2112.024
20611,2133,2112.352
20629,2154,2113.863
20657,2120,2116.452
20666,2118,2117.335
20675,2136,2118.065
20680,2132,2118.476
20683,2127,2118.856
20696,2125,2120.006
20699,2123,2120.232
20712,2128,2121.434
20726,2133,2122.830
20741,2125,2124.216
20754,2129,2125.725
20778,2160,2127.943
20784,2139,2128.498
20795,2137,2129.566
20813,2141,2131.025
20825,2144,2131.980
20828,2141,2132.257
20839,2168,2133.171
20844,2148,2133.530
20877,2141,2136.731
20886,2147,2137.511
20887,2149,2137.706
20922,2166,2141.092
20936,2161,2142.333
20944,2168,2143.072
20947,2144,2143.400
20964,2150,2144.970
20965,2166,2145.062
20993,2184,2147.442
21014,2155,2149.432
21023,2160,2150.518
21031,2171,2151.308
21036,2184,2151.667
21045,2175,2152.396
21058,2154,2153.545
21073,2158,2155.134
21080,2170,2155.729
21082,2159,2155.913
21090,2199,2156.601
21112,2179,2158.528
21120,2168,2159.164
21131,2194,2160.230
21144,2165,2161.532
21150,2179,2162.085
21151,2189,2162.178
21153,2165,2162.311
21156,2179,2162.588
21163,2179,2163.387
21174,2184,2164.351
21178,2165,2164.720
21197,2173,2166.677
21205,2194,2167.211
21212,2171,2167.959
21234,2191,2169.784
21252,2177,2171.341
21254,2183,2171.475
21263,2175,2172.304
21286,2188,2174.527
21297,2190,2175.439
21300,2195,2175.715
21335,2181,2179.095
21336,2219,2179.187
21347,2182,2180.252
21362,2187,2181.379
21364,2182,2181.512
21365,2187,2181.604
21368,2215,2181.830
21375,2186,2182.372
21384,2197,2183.457
21390,2190,2183.959
21416,2191,2186.508
21421,2188,2186.968
21431,2189,2187.736
21457,2208,2190.132
21463,2245,2190.633
21466,2195,2190.858
21478,2211,2191.912
21485,2203,2192.557
21503,2226,2194.572
21505,2213,2194.756
21508,2215,2194.981
21509,2196,2195.022
21515,2202,2195.575
21518,2210,2195.902
21525,2200,2196.649
21536,2208,2197.662
21564,2220,2200.394
21572,2202,2201.182
21598,2219,2203.679
21607,2211,2204.610
21610,2226,2204.886
21616,2214,2205.592
21619,2208,2205.920
21623,2220,2206.288
21624,2218,2206.380
21628,2211,2206.749
21641,2213,2207.793
21654,2222,2209.144
21677,2214,2211.263
21679,2213,2211.447
21695,2253,2212.972
21721,2228,2215.264
21739,2242,2217.126
21774,2222,2220.451
21803,2237,2223.121
21807,2226,2223.388
21813,2241,2223.889
21823,2231,2224.963
21830,2242,2225.454
21833,2231,2225.730
21856,2270,2228.001
21858,2273,2228.134
21862,2240,2228.553
21873,2271,2229.770
21888,2262,2231.100
21889,2237,2231.192
21902,2234,2232.185
21903,2262,2232.277
21914,2251,2233.391
21927,2244,2234.537
21928,2239,2234.629
21942,2273,2236.070
21954,2239,2237.175
21975,2247,2239.006
21986,2243,2239.916
21988,2261,2240.100
22000,2244,2241.255
22003,2260,2241.633
22017,2256,2242.819
22027,2244,2243.739
22028,2248,2243.831
22030,2256,2243.964
22041,2261,2245.231
22073,2254,2248.174
22085,2254,2249.278
22086,2253,2249.370
22097,2254,2250.484
22114,2253,2252.048
22120,2257,2252.600
22123,2258,2252.978
22132,2287,2253.755
22149,2258,2255.217
22152,2260,2255.493
22167,2262,2257.179
22208,2264,2260.900
22210,2270,2261.084
22221,2268,2262.096
22225,2268,2262.413
22248,2298,2264.528
22252,2270,2264.845
22267,2278,2266.122
22269,2282,2266.255
22297,2276,2269.186
22322,2290,2271.434
22346,2281,2273.487
22368,2281,2275.509
22370,2289,2275.744
22400,2281,2278.501
22416,2296,2279.972
22428,2323,2280.922
22430,2300,2281.105
22436,2303,2281.707
22442,2310,2282.309
22445,2288,2282.534
22453,2311,2283.422
22471,2287,2284.974
22481,2294,2285.841
22492,2297,2286.852
22504,2289,2287.954
22506,2299,2288.087
22514,2318,2288.923
22518,2296,2289.291
22533,2295,2290.668
22535,2323,2290.852
22550,2297,2292.433
22561,2295,2293.341
22565,2295,2293.607
22611,2309,2297.780
22618,2314,2298.474
22623,2300,2299.085
22624,2304,2299.177
22650,2311,2301.615
22686,2307,2304.818
22697,2306,2305.929
22705,2322,2306.714
22711,2323,2307.316
22718,2313,2307.958
22720,2323,2308.091
22725,2326,2308.652
22736,2333,2309.763
22747,2325,2310.875
22755,2337,2311.609
22773,2367,2313.211
22788,2326,2314.740
22816,2324,2317.260
22826,2321,2318.229
22833,2321,2318.770
22841,2324,2319.402
22857,2327,2320.820
22862,2324,2321.482
22873,2334,2322.542
22900,2344,2324.867
22906,2338,2325.519
22920,2335,2326.600
22933,2333,2327.793
22945,2330,2328.995
22953,2359,2329.678
22969,2348,2331.349
22972,2341,2331.573
22973,2332,2331.766
22974,2352,2331.807
22986,2333,2332.756
22999,2360,2333.948
23015,2345,2335.517
23021,2348,2336.270
23022,2346,2336.362
23040,2344,2338.114
23047,2348,2338.756
23048,2344,2338.848
23121,2347,2345.749
23130,2349,2346.523
23132,2363,2346.808
23134,2350,2346.992
23137,2358,2347.165
23158,2362,2348.990
23180,2356,2351.109
23195,2367,2352.535
23213,2363,2354.490
23220,2358,2355.031
23222,2377,2355.214
23247,2376,2357.304
23252,2376,2357.813
23279,2377,2360.237
23301,2369,2362.304
23321,2365,2364.138
23333,2370,2365.339
23357,2376,2367.488
23358,2373,2367.580
23368,2378,2368.395
23386,2376,2369.993
23389,2399,2370.268
23402,2372,2371.561
23409,2427,2371.999
23414,2399,2372.407
23423,2386,2373.282
23445,2390,2375.145
23449,2386,2375.612
23454,2396,2376.019
23458,2406,2376.386
23463,2377,2376.894
23467,2378,2377.210
23470,2378,2377.485
23473,2379,2377.861
23476,2388,2378.135
23481,2415,2378.542
23492,2400,2379.550
23501,2382,2380.374
23515,2458,2381.706
23521,2408,2382.204
23536,2386,2383.527
23583,2430,2388.083
23586,2404,2388.357
23618,2402,2391.490
23630,2422,2392.841
23638,2409,2393.625
23658,2397,2395.101
23668,2428,2396.118
23671,2411,2396.545
23680,2401,2397.369
23691,2409,2398.477
23697,2406,2398.925
23699,2413,2399.108
23702,2426,2399.383
23705,2402,2399.607
23708,2411,2399.831
23715,2408,2400.370
23742,2408,2402.942
23762,2441,2404.874
23771,2426,2405.647
23786,2413,2407.020
23812,2422,2409.348
23826,2423,2410.680
23844,2431,2412.479
23853,2424,2413.201
23885,2433,2416.230
23893,2421,2417.063
23897,2440,2417.379
23924,2503,2419.950
23947,2424,2422.004
23973,2427,2424.281
23983,2431,2425.297
24012,2442,2428.000
24015,2459,2428.224
24025,2452,2429.290
24036,2433,2430.347
24049,2446,2431.637
24063,2434,2432.867
24068,2452,2433.274
24069,2456,2433.366
24081,2447,2434.564
24089,2436,2435.347
24116,2444,2438.221
24117,2451,2438.313
24129,2473,2439.360
24142,2445,2440.651
24155,2449,2441.840
24212,2454,2447.055
24234,2451,2449.118
24254,2482,2450.947
24269,2460,2452.117
24272,2462,2452.341
24286,2457,2453.621
24288,2455,2453.804
24326,2471,2457.024
24333,2467,2457.715
24360,2474,2460.232
24370,2490,2461.045
24374,2470,2461.613
24386,2471,2462.608
24399,2487,2463.695
24408,2466,2464.517
24414,2474,2465.065
24434,2467,2466.892
24449,2471,2468.313
24458,2476,2469.085
24466,2479,2469.815
24481,2487,2471.387
24487,2478,2471.885
24497,2481,2472.697
24512,2481,2474.118
24523,2491,2475.021
24529,2486,2475.620
24544,2491,2476.989
24556,2495,2478.186
24557,2483,2478.277
24572,2481,2479.546
24575,2482,2479.820
24578,2493,2480.043
24628,2490,2484.405
24643,2493,2485.723
24686,2503,2489.646
24695,2496,2490.518
24736,2495,2494.106
24763,2511,2496.568
24794,2531,2499.394
24801,2510,2500.033
24810,2501,2500.903
24831,2537,2502.717
24852,2505,2504.732
24891,2509,2508.236
24896,2529,2508.591
24913,2512,2510.040
24930,2514,2511.740
24943,2524,2512.924
24967,2525,2515.111
24978,2525,2516.113
24982,2517,2516.578
24985,2528,2516.852
24997,2522,2517.945
25047,2526,2522.348
25052,2524,2522.753
25073,2530,2524.565
25114,2531,2528.298
25122,2536,2529.177
25123,2539,2529.268
25128,2557,2529.824
25136,2542,2530.402
25172,2537,2533.830
25197,2546,2536.056
25207,2538,2536.916
25222,2578,2538.230
25238,2540,2539.787
25259,2543,2541.850
25265,2556,2542.446
25302,2548,2545.461
25342,2568,2549.352
25348,2552,2549.999
25367,2556,2551.929
25373,2555,2552.525
25390,2559,2553.871
25404,2578,2555.195
25406,2578,2555.377
25417,2569,2556.479
25424,2563,2557.115
25437,2567,2558.147
25449,2577,2559.339
25485,2577,2562.766
25499,2565,2563.939
25504,2578,2564.343
25509,2586,2564.798
25548,2597,2568.345
25575,2615,2570.649
25610,2578,2574.183
25612,2610,2574.365
25647,2605,2577.597
25668,2584,2579.607
25669,2585,2579.698
25687,2582,2581.285
25692,2587,2581.689
25742,2588,2586.083
25772,2603,2588.910
25791,2646,2590.436
25805,2603,2591.859
25829,2613,2593.889
25870,2601,2597.663
25886,2621,2599.066
25895,2610,2599.934
25901,2612,2600.379
25903,2606,2600.661
25932,2623,2603.294
25935,2606,2603.567
25937,2605,2603.749
25957,2617,2605.666
25999,2618,2609.530
26034,2630,2612.758
26066,2636,2615.664
26105,2627,2619.003
26106,2624,2619.094
26111,2628,2619.699
26124,2642,2620.979
26152,2630,2623.320
26188,2631,2626.838
26195,2650,2627.423
26202,2646,2628.058
26215,2632,2629.439
26230,2642,2630.750
26233,2637,2631.022
26263,2635,2634.046
26307,2647,2637.838
26336,2648,2640.520
26462,2697,2652.202
26495,2673,2655.045
26531,2697,2658.360
26541,2706,2659.267
26550,2682,2659.882
26562,2664,2661.070
26631,2682,2667.124
26644,2686,2668.302
26665,2678,2670.105
26670,2686,2670.658
26673,2691,2670.930
26690,2692,2672.570
26721,2693,2675.680
26790,2703,2682.235
26807,2695,2683.626
26820,2690,2684.653
26840,2689,2686.616
26841,2696,2686.706
26844,2691,2686.978
26881,2695,2690.531
26882,2694,2690.621
26911,2711,2693.249
26915,2698,2693.561
26969,2702,2698.454
27014,2708,2702.580
27029,2721,2703.888
27032,2712,2704.260
27041,2717,2705.025
27111,2722,2711.815
27114,2714,2712.087
27152,2730,2715.479
27228,2724,2721.859
27265,2738,2725.257
27288,2728,2727.438
27317,2731,2729.812
27327,2735,2730.667
27393,2740,2736.436
27398,2741,2736.988
27428,2740,2739.800
27429,2746,2739.891
27482,2793,2744.832
27490,2754,2745.556
27492,2756,2745.686
27555,2761,2751.431
27569,2758,2752.596
27575,2760,2753.089
27596,2793,2755.086
27645,2786,2759.313
27719,2774,2766.097
27743,2786,2768.464
27757,2772,2769.828
27760,2785,2770.099
27777,2792,2771.785
27781,2773,2772.246
27793,2775,2773.480
27796,2795,2773.701
27835,2793,2777.325
27840,2795,2777.676
27872,2786,2780.468
27910,2796,2783.800
27926,2796,2785.195
27951,2803,2787.502
27953,2841,2787.782
27986,2792,2790.762
27993,2795,2791.344
28022,2802,2794.012
28083,2845,2799.569
28084,2803,2799.659
28115,2809,2802.707
28148,2813,2805.486
28171,2851,2807.612
28196,2845,2809.818
28215,2819,2811.582
28219,2828,2811.993
28232,2838,2813.166
28253,2845,2814.712
28255,2818,2814.842
28261,2826,2815.333
28281,2819,2817.137
28296,2871,2818.589
28305,2879,2819.351
28310,2847,2820.001
28320,2830,2820.903
28359,2847,2824.220
28374,2828,2825.423
28391,2837,2826.856
28425,2835,2830.020
28449,2855,2832.332
28462,2836,2833.305
28524,2878,2838.891
28538,2849,2840.103
28579,2871,2844.095
28586,2866,2844.626
28640,2876,2849.740
28676,2871,2853.233
28678,2923,2853.413
28722,2895,2857.428
28729,2865,2858.208
28736,2863,2858.789
28763,2862,2861.321
28830,2898,2867.408
28857,2880,2869.741
28858,2875,2869.831
